"Pedido_ID";"Cliente_ID";"Vendedor_ID";"Data_Venda";"Meta_ID";"% Frete";"Cancelado";"Data_Remessa";"Periodo"
11434;215;"O9";"2019-02-16";"O9|43497";3.1;0;"2019-02-18";"2019-02-01"
11435;218;"O2";"2019-02-17";"O2|43497";3.0;0;"2019-02-21";"2019-02-01"
11436;78;"O8";"2019-02-17";"O8|43497";4.4;0;"2019-02-23";"2019-02-01"
11437;170;"O11";"2019-02-17";"O11|43497";1.5;0;"2019-02-22";"2019-02-01"
11438;470;"O6";"2019-02-18";"O6|43497";3.7;0;"2019-02-23";"2019-02-01"
11439;12;"O11";"2019-02-19";"O11|43497";3.2;0;"2019-03-17";"2019-02-01"
11440;109;"O12";"2019-02-19";"O12|43497";3.9;0;"2019-02-22";"2019-02-01"
11441;509;"O11";"2019-02-19";"O11|43497";3.7;0;"2019-02-23";"2019-02-01"
11442;137;"O11";"2019-02-19";"O11|43497";3.7;0;"2019-02-22";"2019-02-01"
11443;153;"O4";"2019-02-19";"O4|43497";2.8;0;"2019-02-22";"2019-02-01"
11444;505;"O10";"2019-02-19";"O10|43497";3.9;0;"2019-02-21";"2019-02-01"
11445;463;"O10";"2019-02-19";"O10|43497";3.1;0;"2019-02-24";"2019-02-01"
11446;207;"O10";"2019-02-19";"O10|43497";3.7;0;"2019-02-24";"2019-02-01"
11447;16;"O14";"2019-02-20";"O14|43497";2.4;0;"2019-02-22";"2019-02-01"
11448;521;"O14";"2019-02-20";"O14|43497";2.8;0;"2019-02-25";"2019-02-01"
11449;37;"O14";"2019-02-20";"O14|43497";3.7;0;"2019-02-25";"2019-02-01"
11450;66;"O14";"2019-02-20";"O14|43497";4.2;0;"2019-02-25";"2019-02-01"
11451;145;"O14";"2019-02-20";"O14|43497";4.6;0;"2019-02-23";"2019-02-01"
11452;506;"O14";"2019-02-20";"O14|43497";2.4;0;"2019-02-23";"2019-02-01"
11453;14;"O14";"2019-02-20";"O14|43497";4.2;1;;"2019-02-01"
11454;202;"O14";"2019-02-20";"O14|43497";4.4;0;"2019-02-25";"2019-02-01"
11455;37;"O14";"2019-02-20";"O14|43497";3.7;1;;"2019-02-01"
11456;49;"O14";"2019-02-20";"O14|43497";4.2;0;"2019-02-23";"2019-02-01"
11457;213;"O14";"2019-02-20";"O14|43497";4.6;0;"2019-02-26";"2019-02-01"
11458;159;"O14";"2019-02-20";"O14|43497";4.6;0;"2019-02-24";"2019-02-01"
11459;469;"O14";"2019-02-20";"O14|43497";4.0;0;"2019-03-25";"2019-02-01"
11460;323;"O14";"2019-02-20";"O14|43497";4.0;0;"2019-03-18";"2019-02-01"
11461;230;"O14";"2019-02-20";"O14|43497";2.4;0;"2019-03-08";"2019-02-01"
11462;53;"O14";"2019-02-20";"O14|43497";2.4;0;"2019-02-22";"2019-02-01"
11463;211;"O14";"2019-02-20";"O14|43497";3.2;0;"2019-02-26";"2019-02-01"
11464;509;"O14";"2019-02-20";"O14|43497";3.7;0;"2019-02-27";"2019-02-01"
11465;479;"O14";"2019-02-20";"O14|43497";2.5;0;"2019-02-23";"2019-02-01"
11466;37;"O14";"2019-02-20";"O14|43497";3.7;0;"2019-02-23";"2019-02-01"
11467;221;"O14";"2019-02-20";"O14|43497";3.7;0;"2019-02-23";"2019-02-01"
11468;219;"O14";"2019-02-20";"O14|43497";2.5;0;"2019-02-24";"2019-02-01"
11469;87;"O14";"2019-02-20";"O14|43497";3.0;0;"2019-02-22";"2019-02-01"
11470;510;"O14";"2019-02-20";"O14|43497";3.7;0;"2019-02-22";"2019-02-01"
11471;225;"O14";"2019-02-20";"O14|43497";4.2;0;"2019-02-22";"2019-02-01"
11472;202;"O14";"2019-02-20";"O14|43497";4.4;0;"2019-02-27";"2019-02-01"
11473;204;"O14";"2019-02-20";"O14|43497";3.9;0;"2019-02-25";"2019-02-01"
11474;517;"O14";"2019-02-20";"O14|43497";4.2;0;"2019-02-25";"2019-02-01"
11475;87;"O14";"2019-02-20";"O14|43497";3.0;0;"2019-02-24";"2019-02-01"
11476;521;"O14";"2019-02-20";"O14|43497";2.8;0;"2019-02-24";"2019-02-01"
11477;32;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-03-16";"2019-02-01"
11478;145;"O14";"2019-02-20";"O14|43497";4.6;0;"2019-02-22";"2019-02-01"
11479;84;"O14";"2019-02-20";"O14|43497";4.0;0;"2019-02-26";"2019-02-01"
11480;82;"O14";"2019-02-20";"O14|43497";4.2;0;"2019-02-23";"2019-02-01"
11481;217;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-02-25";"2019-02-01"
11482;509;"O14";"2019-02-20";"O14|43497";3.7;0;"2019-02-23";"2019-02-01"
11483;87;"O14";"2019-02-20";"O14|43497";3.0;0;"2019-02-26";"2019-02-01"
11484;521;"O14";"2019-02-20";"O14|43497";2.8;0;"2019-02-25";"2019-02-01"
11485;333;"O14";"2019-02-20";"O14|43497";3.0;0;"2019-02-24";"2019-02-01"
11486;516;"O14";"2019-02-20";"O14|43497";4.2;0;"2019-02-26";"2019-02-01"
11487;277;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-02-27";"2019-02-01"
11488;16;"O14";"2019-02-20";"O14|43497";2.4;0;"2019-02-25";"2019-02-01"
11489;204;"O14";"2019-02-20";"O14|43497";3.9;0;"2019-02-26";"2019-02-01"
11490;159;"O14";"2019-02-20";"O14|43497";4.6;0;"2019-02-27";"2019-02-01"
11491;221;"O14";"2019-02-20";"O14|43497";3.7;0;"2019-02-26";"2019-02-01"
11492;365;"O14";"2019-02-20";"O14|43497";2.6;1;;"2019-02-01"
11493;266;"O14";"2019-02-20";"O14|43497";4.4;0;"2019-03-20";"2019-02-01"
11494;225;"O14";"2019-02-20";"O14|43497";4.2;0;"2019-02-22";"2019-02-01"
11495;228;"O14";"2019-02-20";"O14|43497";3.2;0;"2019-02-26";"2019-02-01"
11496;503;"O14";"2019-02-20";"O14|43497";3.9;0;"2019-02-22";"2019-02-01"
11497;486;"O14";"2019-02-20";"O14|43497";2.4;0;"2019-02-25";"2019-02-01"
11498;490;"O14";"2019-02-20";"O14|43497";3.2;1;;"2019-02-01"
11499;49;"O14";"2019-02-20";"O14|43497";4.2;1;;"2019-02-01"
11500;206;"O14";"2019-02-20";"O14|43497";2.5;0;"2019-03-01";"2019-02-01"
11501;53;"O14";"2019-02-20";"O14|43497";2.4;0;"2019-02-23";"2019-02-01"
11502;118;"O14";"2019-02-20";"O14|43497";4.4;0;"2019-03-21";"2019-02-01"
11503;102;"O14";"2019-02-20";"O14|43497";2.8;0;"2019-02-22";"2019-02-01"
11504;508;"O14";"2019-02-20";"O14|43497";3.7;0;"2019-02-22";"2019-02-01"
11505;153;"O14";"2019-02-20";"O14|43497";2.8;0;"2019-02-23";"2019-02-01"
11506;202;"O14";"2019-02-20";"O14|43497";4.4;0;"2019-03-21";"2019-02-01"
11507;363;"O14";"2019-02-20";"O14|43497";3.7;1;;"2019-02-01"
11508;159;"O14";"2019-02-20";"O14|43497";4.6;0;"2019-02-23";"2019-02-01"
11509;14;"O14";"2019-02-20";"O14|43497";4.2;0;"2019-02-27";"2019-02-01"
11510;507;"O14";"2019-02-20";"O14|43497";3.9;0;"2019-02-26";"2019-02-01"
11511;162;"O14";"2019-02-20";"O14|43497";2.4;1;;"2019-02-01"
11512;373;"O14";"2019-02-20";"O14|43497";4.3;0;"2019-02-23";"2019-02-01"
11513;209;"O14";"2019-02-20";"O14|43497";4.0;0;"2019-02-27";"2019-02-01"
11514;27;"O14";"2019-02-20";"O14|43497";2.5;0;"2019-03-28";"2019-02-01"
11515;518;"O14";"2019-02-20";"O14|43497";4.2;0;"2019-02-22";"2019-02-01"
11516;504;"O14";"2019-02-20";"O14|43497";3.9;0;"2019-02-26";"2019-02-01"
11517;32;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-02-25";"2019-02-01"
11518;221;"O14";"2019-02-20";"O14|43497";3.7;0;"2019-02-25";"2019-02-01"
11519;503;"O14";"2019-02-20";"O14|43497";3.9;0;"2019-03-07";"2019-02-01"
11520;488;"O14";"2019-02-20";"O14|43497";2.4;0;"2019-02-26";"2019-02-01"
11521;80;"O14";"2019-02-20";"O14|43497";3.5;1;;"2019-02-01"
11522;202;"O14";"2019-02-20";"O14|43497";4.4;1;;"2019-02-01"
11523;206;"O14";"2019-02-20";"O14|43497";2.5;0;"2019-02-24";"2019-02-01"
11524;421;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-02-23";"2019-02-01"
11525;87;"O14";"2019-02-20";"O14|43497";3.0;0;"2019-02-27";"2019-02-01"
11526;228;"O14";"2019-02-20";"O14|43497";3.2;0;"2019-02-26";"2019-02-01"
11527;428;"O14";"2019-02-20";"O14|43497";4.5;0;"2019-02-26";"2019-02-01"
11528;13;"O14";"2019-02-20";"O14|43497";3.2;0;"2019-02-26";"2019-02-01"
11529;37;"O14";"2019-02-20";"O14|43497";3.7;0;"2019-02-25";"2019-02-01"
11530;217;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-02-23";"2019-02-01"
11531;6;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-03-27";"2019-02-01"
11532;87;"O14";"2019-02-20";"O14|43497";3.0;0;"2019-02-24";"2019-02-01"
11533;471;"O14";"2019-02-20";"O14|43497";3.7;0;"2019-02-24";"2019-02-01"
11534;346;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-02-25";"2019-02-01"
11535;271;"O14";"2019-02-20";"O14|43497";3.1;1;;"2019-02-01"
11536;327;"O14";"2019-02-20";"O14|43497";3.7;0;"2019-02-23";"2019-02-01"
11537;217;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-02-26";"2019-02-01"
11538;393;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-02-23";"2019-02-01"
11539;421;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-02-25";"2019-02-01"
11540;361;"O14";"2019-02-20";"O14|43497";2.8;0;"2019-02-24";"2019-02-01"
11541;428;"O14";"2019-02-20";"O14|43497";4.5;0;"2019-02-24";"2019-02-01"
11542;80;"O14";"2019-02-20";"O14|43497";3.5;0;"2019-02-25";"2019-02-01"
11543;512;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-02-25";"2019-02-01"
11544;144;"O14";"2019-02-20";"O14|43497";4.6;0;"2019-02-26";"2019-02-01"
11545;13;"O14";"2019-02-20";"O14|43497";3.2;0;"2019-02-25";"2019-02-01"
11546;229;"O14";"2019-02-20";"O14|43497";2.6;1;;"2019-02-01"
11547;222;"O14";"2019-02-20";"O14|43497";4.4;0;"2019-02-24";"2019-02-01"
11548;420;"O14";"2019-02-20";"O14|43497";3.9;0;"2019-02-26";"2019-02-01"
11549;521;"O14";"2019-02-20";"O14|43497";2.8;0;"2019-02-27";"2019-02-01"
11550;409;"O14";"2019-02-20";"O14|43497";3.2;1;;"2019-02-01"
11551;206;"O14";"2019-02-20";"O14|43497";2.5;0;"2019-02-23";"2019-02-01"
11552;512;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-02-27";"2019-02-01"
11553;280;"O14";"2019-02-20";"O14|43497";3.9;0;"2019-02-26";"2019-02-01"
11554;448;"O14";"2019-02-20";"O14|43497";3.8;0;"2019-02-25";"2019-02-01"
11555;206;"O14";"2019-02-20";"O14|43497";2.5;0;"2019-02-22";"2019-02-01"
11556;450;"O14";"2019-02-20";"O14|43497";3.8;0;"2019-02-23";"2019-02-01"
11557;413;"O14";"2019-02-20";"O14|43497";4.6;0;"2019-02-26";"2019-02-01"
11558;102;"O14";"2019-02-20";"O14|43497";2.8;0;"2019-02-24";"2019-02-01"
11559;76;"O14";"2019-02-20";"O14|43497";4.0;1;;"2019-02-01"
11560;517;"O14";"2019-02-20";"O14|43497";4.2;0;"2019-02-27";"2019-02-01"
11561;145;"O14";"2019-02-20";"O14|43497";4.6;0;"2019-02-26";"2019-02-01"
11562;283;"O14";"2019-02-20";"O14|43497";3.2;0;"2019-02-22";"2019-02-01"
11563;420;"O14";"2019-02-20";"O14|43497";3.9;0;"2019-02-26";"2019-02-01"
11564;144;"O14";"2019-02-20";"O14|43497";4.6;0;"2019-03-21";"2019-02-01"
11565;28;"O14";"2019-02-20";"O14|43497";4.0;0;"2019-02-26";"2019-02-01"
11566;231;"O14";"2019-02-20";"O14|43497";3.0;0;"2019-03-12";"2019-02-01"
11567;159;"O14";"2019-02-20";"O14|43497";4.6;0;"2019-02-26";"2019-02-01"
11568;219;"O14";"2019-02-20";"O14|43497";2.5;1;;"2019-02-01"
11569;390;"O14";"2019-02-20";"O14|43497";3.2;0;"2019-02-25";"2019-02-01"
11570;463;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-02-22";"2019-02-01"
11571;207;"O14";"2019-02-20";"O14|43497";3.7;0;"2019-02-22";"2019-02-01"
11572;32;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-02-22";"2019-02-01"
11573;228;"O14";"2019-02-20";"O14|43497";3.2;1;;"2019-02-01"
11574;217;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-02-22";"2019-02-01"
11575;87;"O14";"2019-02-20";"O14|43497";3.0;0;"2019-03-23";"2019-02-01"
11576;145;"O14";"2019-02-20";"O14|43497";4.6;0;"2019-02-27";"2019-02-01"
11577;221;"O14";"2019-02-20";"O14|43497";3.7;0;"2019-02-23";"2019-02-01"
11578;205;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-02-23";"2019-02-01"
11579;503;"O14";"2019-02-20";"O14|43497";3.9;0;"2019-02-25";"2019-02-01"
11580;13;"O14";"2019-02-20";"O14|43497";3.2;0;"2019-02-25";"2019-02-01"
11581;310;"O14";"2019-02-20";"O14|43497";4.2;0;"2019-02-27";"2019-02-01"
11582;6;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-02-24";"2019-02-01"
11583;441;"O14";"2019-02-20";"O14|43497";3.1;0;"2019-02-27";"2019-02-01"
11584;495;"O14";"2019-02-20";"O14|43497";2.4;0;"2019-03-29";"2019-02-01"
11585;45;"O1";"2019-02-20";"O1|43497";3.9;0;"2019-02-24";"2019-02-01"
11586;45;"O1";"2019-02-20";"O1|43497";3.9;0;"2019-02-26";"2019-02-01"
11587;45;"O1";"2019-02-20";"O1|43497";3.9;0;"2019-02-23";"2019-02-01"
11588;185;"O13";"2019-02-21";"O13|43497";3.0;0;"2019-02-28";"2019-02-01"
11589;124;"O5";"2019-02-22";"O5|43497";2.2;1;;"2019-02-01"
11590;32;"O1";"2019-02-23";"O1|43497";3.1;0;"2019-02-26";"2019-02-01"
11591;184;"O12";"2019-02-23";"O12|43497";3.0;0;"2019-03-01";"2019-02-01"
11592;2;"O14";"2019-02-24";"O14|43497";3.7;0;"2019-03-02";"2019-02-01"
11593;222;"O14";"2019-02-24";"O14|43497";3.1;0;"2019-02-26";"2019-02-01"
11594;83;"O8";"2019-02-24";"O8|43497";4.1;0;"2019-03-02";"2019-02-01"
11595;148;"O2";"2019-02-25";"O2|43497";3.3;0;"2019-03-04";"2019-02-01"
11596;404;"O9";"2019-02-25";"O9|43497";2.5;0;"2019-03-01";"2019-02-01"
11597;229;"O9";"2019-02-25";"O9|43497";2.6;0;"2019-02-28";"2019-02-01"
11598;19;"O3";"2019-02-27";"O3|43497";3.1;0;"2019-03-03";"2019-02-01"
11599;19;"O3";"2019-02-27";"O3|43497";3.1;0;"2019-03-04";"2019-02-01"
11600;476;"O3";"2019-02-27";"O3|43497";2.5;0;"2019-03-05";"2019-02-01"
11601;457;"O3";"2019-02-27";"O3|43497";2.4;0;"2019-03-04";"2019-02-01"
11602;290;"O7";"2019-02-27";"O7|43497";4.6;0;"2019-04-04";"2019-02-01"
11603;280;"O7";"2019-02-27";"O7|43497";3.9;0;"2019-03-05";"2019-02-01"
11604;290;"O7";"2019-02-27";"O7|43497";4.6;0;"2019-03-06";"2019-02-01"
11605;362;"O7";"2019-02-27";"O7|43497";3.9;1;;"2019-02-01"
